_step,cos_V_v,cos_u_v,dit_learning_rate,dudt_norm,loss,raw_mse_V,raw_mse_vc,test_loss,val_loss/bc_z:0.1.0,val_loss/cmu_play_fusion,val_loss/dobbe,val_loss/droid,val_loss/fractal20220817_data,val_loss/libero_10_no_noops,val_loss/libero_goal_no_noops,val_loss/overall,val_loss/stanford_hydra_dataset_converted_externally_to_rlds,vlm_learning_rate,_wandb_step,raw_mse
138300,0.8851823806762695,0.8853497505187988,0.0001,11.313750267028809,2.0,36.25,36.0,0.11479178071022034,,,,,,,,,,5.804875000000001e-06,1396,2.0
138400,0.8798710107803345,0.880723237991333,0.0001,32.20795440673828,2.0,37.25,35.75,0.11479178071022034,,,,,,,,,,5.809e-06,1397,2.0
138500,0.8740344643592834,0.8822858333587646,0.0001,13.514286994934082,1.9921875,40.25,37.0,0.11479178071022034,,,,,,,,,,5.8131249999999995e-06,1398,1.9921875
138600,0.8271245360374451,0.8878090381622314,0.0001,14.894805908203125,1.9921875,56.0,34.25,0.11479178071022034,,,,,,,,,,5.817250000000001e-06,1399,1.9921875
138700,0.871955394744873,0.8735644221305847,0.0001,28.366361618041992,2.0,40.75,39.0,0.11479178071022034,,,,,,,,,,5.821375e-06,1400,2.0
138800,0.8591067790985107,0.8613226413726807,0.0001,30.816165924072266,1.9921875,42.75,41.5,0.11479178071022034,,,,,,,,,,5.8255e-06,1401,1.9921875
138900,0.8772560358047485,0.87744140625,0.0001,21.99513816833496,2.0,37.75,36.0,0.11479178071022034,,,,,,,,,,5.829625e-06,1402,2.0
139000,0.8269252181053162,0.8833165764808655,0.0001,16.84577751159668,2.0,53.75,36.25,0.11479178071022034,,,,,,,,,,5.8337500000000015e-06,1403,2.0
139100,0.7946909070014954,0.8561074733734131,0.0001,21.08651351928711,1.984375,64.5,43.25,0.11479178071022034,,,,,,,,,,5.837875e-06,1404,1.984375
139200,0.8605290055274963,0.8610271215438843,0.0001,22.873798370361328,1.984375,43.75,43.0,0.11479178071022034,,,,,,,,,,5.842e-06,1405,1.984375
139300,0.8929306268692017,0.8939186930656433,0.0001,20.177825927734375,2.0,35.0,34.25,0.11479178071022034,,,,,,,,,,5.846125e-06,1406,2.0
139400,0.8719061613082886,0.8699368238449097,0.0001,16.648813247680664,1.9921875,40.25,40.25,0.11479178071022034,,,,,,,,,,5.8502500000000004e-06,1407,1.9921875
139500,0.8758335113525391,0.8751953840255737,0.0001,14.372507095336914,2.0,38.5,38.0,0.11479178071022034,,,,,,,,,,5.854375000000001e-06,1408,2.0
139600,0.675997257232666,0.8698834180831909,0.0001,18.679662704467773,1.9921875,119.0,39.25,0.11479178071022034,,,,,,,,,,5.8585e-06,1409,1.9921875
139700,0.8797414302825928,0.8776804208755493,0.0001,19.419294357299805,1.9921875,36.0,35.75,0.11479178071022034,,,,,,,,,,5.862625e-06,1410,1.9921875
139800,0.8789337873458862,0.8792116045951843,0.0001,13.005945205688477,2.0,37.75,36.75,0.11479178071022034,,,,,,,,,,5.866750000000001e-06,1411,2.0
139900,0.8594202995300293,0.8602308034896851,0.0001,35.28298568725586,2.0,43.25,42.5,0.11479178071022034,,,,,,,,,,5.870875e-06,1412,2.0
139950,,,,,,,,,0.1375066041946411,0.09226027131080627,0.053222350776195526,0.13961102068424225,0.07287675142288208,0.0541839674115181,0.07366877794265747,0.1048465222120285,0.09904339909553528,,1413,
140000,0.8667528629302979,0.866679847240448,0.0001,17.80503273010254,2.0,42.25,41.25,0.1048465222120285,,,,,,,,,,5.8750000000000005e-06,1414,2.0
140100,0.875657856464386,0.8782454133033752,0.0001,23.417522430419922,2.0,39.0,37.5,0.1048465222120285,,,,,,,,,,5.879125e-06,1415,2.0
140200,0.8516525030136108,0.8470975160598755,0.0001,19.66300392150879,1.9921875,45.5,44.75,0.1048465222120285,,,,,,,,,,5.88325e-06,1416,1.9921875
140300,0.8705064058303833,0.8733838796615601,0.0001,19.379663467407227,1.984375,39.25,38.0,0.1048465222120285,,,,,,,,,,5.8873750000000005e-06,1417,1.984375
140400,0.876051664352417,0.8759264945983887,0.0001,14.13239574432373,1.9921875,37.75,36.0,0.1048465222120285,,,,,,,,,,5.8915e-06,1418,1.9921875
140500,0.7645342350006104,0.8536351919174194,0.0001,21.305339813232422,2.0,76.0,44.5,0.1048465222120285,,,,,,,,,,5.895625e-06,1419,2.0
140600,0.8458518981933594,0.8597512245178223,0.0001,23.0154972076416,2.0,46.75,41.75,0.1048465222120285,,,,,,,,,,5.8997500000000006e-06,1420,2.0
140700,0.8440293073654175,0.8561446666717529,0.0001,34.3606071472168,1.984375,46.5,42.5,0.1048465222120285,,,,,,,,,,5.903875000000001e-06,1421,1.984375
140800,0.8804352283477783,0.8813698291778564,0.0001,21.681859970092773,1.984375,35.75,34.75,0.1048465222120285,,,,,,,,,,5.908e-06,1422,1.984375
140900,0.8561549186706543,0.856127142906189,0.0001,21.006214141845703,1.984375,45.25,43.75,0.1048465222120285,,,,,,,,,,5.912125e-06,1423,1.984375
141000,0.8667554259300232,0.8813608884811401,0.0001,22.531375885009766,2.0,42.5,37.5,0.1048465222120285,,,,,,,,,,5.916250000000001e-06,1424,2.0
141100,0.8636084794998169,0.8630368113517761,0.0001,27.952808380126953,1.984375,42.5,41.75,0.1048465222120285,,,,,,,,,,5.920375e-06,1425,1.984375
141200,0.8497048020362854,0.8624063730239868,0.0001,15.789212226867676,2.0,45.5,41.5,0.1048465222120285,,,,,,,,,,5.924500000000001e-06,1426,2.0
141300,0.7815686464309692,0.8490938544273376,0.0001,21.750085830688477,2.0,72.0,46.75,0.1048465222120285,,,,,,,,,,5.928625e-06,1427,2.0
141400,0.8569095730781555,0.857404351234436,0.0001,29.38052749633789,2.0,43.5,43.0,0.1048465222120285,,,,,,,,,,5.93275e-06,1428,2.0
141500,0.8540729880332947,0.8559689521789551,0.0001,24.302276611328125,2.0,45.5,44.5,0.1048465222120285,,,,,,,,,,5.936875000000001e-06,1429,2.0
141600,0.8516110181808472,0.8526343107223511,0.0001,25.171707153320312,2.0,44.0,43.0,0.1048465222120285,,,,,,,,,,5.941e-06,1430,2.0
141700,0.8936188220977783,0.8935164213180542,0.0001,10.838481903076172,2.0,34.0,33.5,0.1048465222120285,,,,,,,,,,5.945125e-06,1431,2.0
141800,0.902694821357727,0.9001795649528503,0.0001,30.644702911376953,2.0,31.5,31.25,0.1048465222120285,,,,,,,,,,5.949250000000001e-06,1432,2.0
141900,0.8194378614425659,0.8691860437393188,0.0001,28.3535099029541,2.0,55.5,38.0,0.1048465222120285,,,,,,,,,,5.953375000000001e-06,1433,2.0
142000,0.8281415700912476,0.851973295211792,0.0001,39.61506271362305,2.0,54.0,44.25,0.1048465222120285,,,,,,,,,,5.9575e-06,1434,2.0
142100,0.8590309619903564,0.8582592010498047,0.0001,29.86471939086914,1.9921875,42.5,42.25,0.1048465222120285,,,,,,,,,,5.961625e-06,1435,1.9921875
142200,0.9017387628555298,0.9063515663146973,0.0001,18.31665802001953,1.9921875,30.375,28.375,0.1048465222120285,,,,,,,,,,5.965750000000001e-06,1436,1.9921875
142300,0.8559308052062988,0.8658643364906311,0.0001,13.0289945602417,2.0,46.0,42.5,0.1048465222120285,,,,,,,,,,5.969875e-06,1437,2.0
142400,0.8657314777374268,0.8683947324752808,0.0001,16.615921020507812,2.0,41.25,39.5,0.1048465222120285,,,,,,,,,,5.974000000000001e-06,1438,2.0
142500,0.712385892868042,0.8866243362426758,0.0001,18.733858108520508,2.0,106.0,32.5,0.1048465222120285,,,,,,,,,,5.9781250000000005e-06,1439,2.0
142600,0.8748747110366821,0.874221920967102,0.0001,25.070104598999023,2.0,39.75,39.5,0.1048465222120285,,,,,,,,,,5.98225e-06,1440,2.0
142700,0.8579961657524109,0.8578869104385376,0.0001,16.370651245117188,2.0,44.25,43.25,0.1048465222120285,,,,,,,,,,5.986375000000001e-06,1441,2.0
142800,0.8711963891983032,0.8709436655044556,0.0001,24.505584716796875,2.0,40.75,39.5,0.1048465222120285,,,,,,,,,,5.9905000000000005e-06,1442,2.0
142900,0.8321973085403442,0.8434529304504395,0.0001,23.993473052978516,2.0,52.25,47.75,0.1048465222120285,,,,,,,,,,5.994625e-06,1443,2.0
143000,0.8757109642028809,0.8749671578407288,0.0001,27.092023849487305,1.984375,38.5,37.75,0.1048465222120285,,,,,,,,,,5.998750000000001e-06,1444,1.984375
143100,0.8514255881309509,0.8546650409698486,0.0001,17.339269638061523,2.0,45.25,44.0,0.1048465222120285,,,,,,,,,,6.0028750000000005e-06,1445,2.0
143200,0.8927434682846069,0.8928698897361755,0.0001,71.95690155029297,2.0,33.5,33.0,0.1048465222120285,,,,,,,,,,6.007e-06,1446,2.0
143300,0.8781052231788635,0.875725269317627,0.0001,19.570852279663086,1.984375,37.25,37.0,0.1048465222120285,,,,,,,,,,6.011125e-06,1447,1.984375
143400,0.8679823875427246,0.8666978478431702,0.0001,22.005512237548828,2.0,40.5,39.5,0.1048465222120285,,,,,,,,,,6.015250000000001e-06,1448,2.0
143500,0.8558632731437683,0.8677969574928284,0.0001,24.938180923461914,2.0,44.0,39.75,0.1048465222120285,,,,,,,,,,6.019375e-06,1449,2.0
143600,0.8196062445640564,0.8406983017921448,0.0001,42.57032012939453,2.0,54.0,47.0,0.1048465222120285,,,,,,,,,,6.023500000000001e-06,1450,2.0
143700,0.8691486120223999,0.8656642436981201,0.0001,35.47410202026367,2.0,40.25,40.0,0.1048465222120285,,,,,,,,,,6.027625000000001e-06,1451,2.0
143800,0.8890682458877563,0.8883944153785706,0.0001,19.77666664123535,2.0,34.75,34.25,0.1048465222120285,,,,,,,,,,6.03175e-06,1452,2.0
143900,0.9040142297744751,0.9034814238548279,0.0001,25.535673141479492,2.0,30.375,30.0,0.1048465222120285,,,,,,,,,,6.035875000000001e-06,1453,2.0
144000,0.5628342628479004,0.8658111095428467,0.0001,36.467830657958984,1.9921875,227.0,41.0,0.1048465222120285,,,,,,,,,,6.040000000000001e-06,1454,1.9921875
144100,0.8885663151741028,0.8903791904449463,0.0001,19.77764320373535,2.0,34.0,32.5,0.1048465222120285,,,,,,,,,,6.044125e-06,1455,2.0
144200,0.8524885177612305,0.8578616380691528,0.0001,25.18701171875,1.9921875,45.25,43.0,0.1048465222120285,,,,,,,,,,6.04825e-06,1456,1.9921875
144300,0.8605254888534546,0.8791310787200928,0.0001,16.759397506713867,2.0,43.0,37.0,0.1048465222120285,,,,,,,,,,6.052375000000001e-06,1457,2.0
144400,0.8734574317932129,0.8720462918281555,0.0001,29.259382247924805,2.0,39.25,38.25,0.1048465222120285,,,,,,,,,,6.0565e-06,1458,2.0
144500,0.9029637575149536,0.9029537439346313,0.0001,17.983495712280273,1.984375,30.375,29.75,0.1048465222120285,,,,,,,,,,6.060625e-06,1459,1.984375
144600,0.863571286201477,0.8687077760696411,0.0001,19.507619857788086,1.9921875,42.5,40.0,0.1048465222120285,,,,,,,,,,6.064750000000001e-06,1460,1.9921875
144700,0.8662513494491577,0.8661997318267822,0.0001,20.27793312072754,2.0,41.75,41.25,0.1048465222120285,,,,,,,,,,6.068875e-06,1461,2.0
144800,0.8610788583755493,0.8657855987548828,0.0001,20.899084091186523,2.0,42.5,40.5,0.1048465222120285,,,,,,,,,,6.073000000000001e-06,1462,2.0
144900,0.7606967687606812,0.8551706671714783,0.0001,25.628698348999023,2.0,77.5,44.5,0.1048465222120285,,,,,,,,,,6.077125000000001e-06,1463,2.0
145000,0.8747010231018066,0.872414231300354,0.0001,20.79279899597168,2.0,39.5,38.5,0.1048465222120285,,,,,,,,,,6.08125e-06,1464,2.0
145100,0.8674564957618713,0.869062602519989,0.0001,22.521635055541992,2.0,40.75,39.75,0.1048465222120285,,,,,,,,,,6.085375000000001e-06,1465,2.0
145200,0.8867074251174927,0.885802149772644,0.0001,10.272099494934082,2.0,35.0,34.0,0.1048465222120285,,,,,,,,,,6.089500000000001e-06,1466,2.0
145300,0.8653784990310669,0.8632917404174805,0.0001,17.503173828125,1.9921875,42.0,41.0,0.1048465222120285,,,,,,,,,,6.0936250000000005e-06,1467,1.9921875
145400,0.8616833090782166,0.8605718612670898,0.0001,27.055356979370117,1.9921875,42.5,42.25,0.1048465222120285,,,,,,,,,,6.09775e-06,1468,1.9921875
145500,0.875098705291748,0.8744826316833496,0.0001,14.998748779296875,1.9921875,38.75,38.25,0.1048465222120285,,,,,,,,,,6.101875000000001e-06,1469,1.9921875
145600,0.8744921684265137,0.8808999061584473,0.0001,22.975208282470703,2.0,39.0,36.5,0.1048465222120285,,,,,,,,,,6.1060000000000005e-06,1470,2.0
145700,0.8616746068000793,0.860663652420044,0.0001,28.160581588745117,2.0,44.0,43.75,0.1048465222120285,,,,,,,,,,6.110125e-06,1471,2.0
145800,0.8603845834732056,0.8607444763183594,0.0001,16.69388771057129,1.9921875,43.25,42.75,0.1048465222120285,,,,,,,,,,6.114250000000001e-06,1472,1.9921875
145900,0.8742244839668274,0.8865468502044678,0.0001,10.851149559020996,2.0,39.0,34.75,0.1048465222120285,,,,,,,,,,6.1183750000000005e-06,1473,2.0
146000,0.8776289224624634,0.8805066347122192,0.0001,25.813983917236328,2.0,36.75,34.75,0.1048465222120285,,,,,,,,,,6.1225e-06,1474,2.0
146100,0.8837665319442749,0.885151743888855,0.0001,19.10464859008789,1.9921875,35.5,35.0,0.1048465222120285,,,,,,,,,,6.126625000000001e-06,1475,1.9921875
146200,0.864773154258728,0.8660391569137573,0.0001,18.611448287963867,1.984375,42.0,41.25,0.1048465222120285,,,,,,,,,,6.13075e-06,1476,1.984375
146300,0.8723421096801758,0.8719297051429749,0.0001,21.80220603942871,2.0,39.25,37.75,0.1048465222120285,,,,,,,,,,6.134875000000001e-06,1477,2.0
146400,0.8372226357460022,0.8752251863479614,0.0001,14.543403625488281,1.984375,51.0,39.0,0.1048465222120285,,,,,,,,,,6.139000000000001e-06,1478,1.984375
146500,0.8823972940444946,0.8836241960525513,0.0001,17.185277938842773,2.0,36.5,35.5,0.1048465222120285,,,,,,,,,,6.143125000000001e-06,1479,2.0
146600,0.868306040763855,0.8678483366966248,0.0001,25.614959716796875,2.0,40.75,40.5,0.1048465222120285,,,,,,,,,,6.14725e-06,1480,2.0
146700,0.8841192722320557,0.8869386315345764,0.0001,19.00417709350586,2.0,36.0,34.5,0.1048465222120285,,,,,,,,,,6.151375000000001e-06,1481,2.0
146800,0.848504364490509,0.8483836650848389,0.0001,24.278018951416016,2.0,47.25,46.0,0.1048465222120285,,,,,,,,,,6.155500000000001e-06,1482,2.0
146900,0.8664448857307434,0.8661593794822693,0.0001,21.488632202148438,2.0,41.25,40.75,0.1048465222120285,,,,,,,,,,6.159625e-06,1483,2.0
147000,0.8921064138412476,0.8915603160858154,0.0001,41.91413116455078,1.9921875,34.0,33.25,0.1048465222120285,,,,,,,,,,6.163750000000001e-06,1484,1.9921875
147100,0.9027925133705139,0.9017677307128906,0.0001,26.393980026245117,1.9921875,30.75,30.375,0.1048465222120285,,,,,,,,,,6.167875000000001e-06,1485,1.9921875
147200,0.8653793931007385,0.8654049634933472,0.0001,29.6098575592041,1.9921875,41.0,40.5,0.1048465222120285,,,,,,,,,,6.172e-06,1486,1.9921875
147300,0.8606982827186584,0.8621735572814941,0.0001,22.47285270690918,2.0,44.0,43.0,0.1048465222120285,,,,,,,,,,6.176125000000001e-06,1487,2.0
147400,0.8817390203475952,0.8797464966773987,0.0001,11.818132400512695,1.9921875,36.5,36.0,0.1048465222120285,,,,,,,,,,6.18025e-06,1488,1.9921875
147500,0.872164785861969,0.8741753101348877,0.0001,32.7756462097168,2.0,40.5,39.5,0.1048465222120285,,,,,,,,,,6.184375000000001e-06,1489,2.0
147600,0.8754706978797913,0.8747830390930176,0.0001,25.14723014831543,1.9921875,37.75,37.5,0.1048465222120285,,,,,,,,,,6.188500000000001e-06,1490,1.9921875
147700,0.818136990070343,0.8583818674087524,0.0001,20.571880340576172,1.9921875,56.0,42.5,0.1048465222120285,,,,,,,,,,6.192625e-06,1491,1.9921875
147800,0.8786007165908813,0.8791987895965576,0.0001,13.848350524902344,1.984375,38.5,36.75,0.1048465222120285,,,,,,,,,,6.1967500000000004e-06,1492,1.984375
147900,0.873848021030426,0.873802125453949,0.0001,13.305716514587402,1.9921875,40.25,38.25,0.1048465222120285,,,,,,,,,,6.200875000000001e-06,1493,1.9921875
148000,0.8642348051071167,0.8633434176445007,0.0001,23.410493850708008,1.984375,41.5,40.5,0.1048465222120285,,,,,,,,,,6.205000000000001e-06,1494,1.984375
148100,0.8557302355766296,0.8913942575454712,0.0001,12.548742294311523,2.0,45.5,33.25,0.1048465222120285,,,,,,,,,,6.2091250000000005e-06,1495,2.0
148200,0.8632280826568604,0.8651127815246582,0.0001,18.122766494750977,2.0,41.75,40.75,0.1048465222120285,,,,,,,,,,6.213250000000001e-06,1496,2.0
148300,0.8394051194190979,0.8441863059997559,0.0001,36.746578216552734,2.0,49.25,46.75,0.1048465222120285,,,,,,,,,,6.217375000000001e-06,1497,2.0
148400,0.8874270915985107,0.8866422772407532,0.0001,19.66282844543457,1.9921875,34.5,34.25,0.1048465222120285,,,,,,,,,,6.2215000000000005e-06,1498,1.9921875
148500,0.8998634815216064,0.8994722366333008,0.0001,17.544004440307617,2.0,31.375,31.0,0.1048465222120285,,,,,,,,,,6.225625000000001e-06,1499,2.0
148600,0.8708542585372925,0.8723165988922119,0.0001,14.036623001098633,2.0,39.5,38.0,0.1048465222120285,,,,,,,,,,6.22975e-06,1500,2.0
148700,0.869979202747345,0.875133752822876,0.0001,27.78700065612793,1.984375,41.25,37.75,0.1048465222120285,,,,,,,,,,6.233875000000001e-06,1501,1.984375
148800,0.8615279197692871,0.8599330186843872,0.0001,16.073902130126953,2.0,42.75,42.25,0.1048465222120285,,,,,,,,,,6.238000000000001e-06,1502,2.0
148900,0.8798110485076904,0.879609227180481,0.0001,22.628768920898438,2.0,37.75,37.5,0.1048465222120285,,,,,,,,,,6.242125e-06,1503,2.0
149000,0.8763512372970581,0.8851356506347656,0.0001,14.215374946594238,1.9921875,39.75,36.0,0.1048465222120285,,,,,,,,,,6.2462500000000005e-06,1504,1.9921875
149100,0.8704919815063477,0.8739724159240723,0.0001,19.269561767578125,1.9921875,39.75,38.5,0.1048465222120285,,,,,,,,,,6.250375000000001e-06,1505,1.9921875
149200,0.8580306768417358,0.8598420023918152,0.0001,16.537588119506836,1.984375,44.0,42.25,0.1048465222120285,,,,,,,,,,6.254500000000001e-06,1506,1.984375
149300,0.8675521612167358,0.8679999113082886,0.0001,22.357873916625977,1.9921875,41.5,40.25,0.1048465222120285,,,,,,,,,,6.258625000000001e-06,1507,1.9921875
149400,0.8619948029518127,0.861752450466156,0.0001,20.71949577331543,1.9921875,43.5,43.0,0.1048465222120285,,,,,,,,,,6.262750000000001e-06,1508,1.9921875
149500,0.8770937919616699,0.8766094446182251,0.0001,16.863718032836914,2.0,37.25,37.25,0.1048465222120285,,,,,,,,,,6.266875000000001e-06,1509,2.0
149600,0.8888702988624573,0.8903896808624268,0.0001,12.107954025268555,2.0,35.75,35.25,0.1048465222120285,,,,,,,,,,6.271000000000001e-06,1510,2.0
149700,0.8583593964576721,0.8573195934295654,0.0001,40.86823654174805,1.9921875,44.5,43.25,0.1048465222120285,,,,,,,,,,6.275125000000001e-06,1511,1.9921875
149800,0.8576725721359253,0.8614175319671631,0.0001,40.285579681396484,2.0,43.5,41.5,0.1048465222120285,,,,,,,,,,6.27925e-06,1512,2.0
149900,0.883311927318573,0.8836669921875,0.0001,12.424992561340332,1.9921875,36.5,36.0,0.1048465222120285,,,,,,,,,,6.2833750000000015e-06,1513,1.9921875
149950,,,,,,,,,0.1453583538532257,0.08431317657232285,0.04041333124041557,0.13985104858875275,0.07466601580381393,0.04746406897902489,0.06308117508888245,0.10696991533041,0.09430106729269028,,1514,
150000,0.8698349595069885,0.8671758770942688,0.0001,20.108001708984375,2.0,39.75,38.25,0.10696991533041,,,,,,,,,,6.287500000000001e-06,1515,2.0
150100,0.8642131090164185,0.8628734350204468,0.0001,28.689489364624023,2.0,41.5,41.25,0.10696991533041,,,,,,,,,,6.291625e-06,1516,2.0
150200,0.8529232740402222,0.8532542586326599,0.0001,19.489347457885742,2.0,44.5,43.75,0.10696991533041,,,,,,,,,,6.295750000000001e-06,1517,2.0
150300,0.852928638458252,0.8645415306091309,0.0001,24.934465408325195,1.9921875,46.0,40.5,0.10696991533041,,,,,,,,,,6.2998749999999995e-06,1518,1.9921875
150400,0.8693683743476868,0.8699941635131836,0.0001,29.49957275390625,2.0,40.5,39.5,0.10696991533041,,,,,,,,,,6.304000000000001e-06,1519,2.0
150500,0.8737500905990601,0.8731124401092529,0.0001,14.638850212097168,1.9921875,38.25,37.5,0.10696991533041,,,,,,,,,,6.308125000000001e-06,1520,1.9921875
150600,0.8688379526138306,0.8729234933853149,0.0001,22.264358520507812,2.0,40.5,39.0,0.10696991533041,,,,,,,,,,6.3122499999999996e-06,1521,2.0
150700,0.8739685416221619,0.8728628754615784,0.0001,20.5627384185791,2.0,38.5,39.0,0.10696991533041,,,,,,,,,,6.316375e-06,1522,2.0
150800,0.8629387021064758,0.8643026351928711,0.0001,14.369583129882812,2.0,42.5,42.5,0.10696991533041,,,,,,,,,,6.320500000000001e-06,1523,2.0
150900,0.853108286857605,0.8531937003135681,0.0001,18.379396438598633,2.0,45.0,44.25,0.10696991533041,,,,,,,,,,6.324625000000001e-06,1524,2.0
151000,0.8819588422775269,0.8775187730789185,0.0001,14.709357261657715,1.9921875,36.5,35.5,0.10696991533041,,,,,,,,,,6.32875e-06,1525,1.9921875
151100,0.8598076105117798,0.8672171831130981,0.0001,25.330078125,1.9921875,44.25,41.5,0.10696991533041,,,,,,,,,,6.332875000000001e-06,1526,1.9921875
151200,0.8847535848617554,0.8834073543548584,0.0001,20.928089141845703,2.0,35.5,35.75,0.10696991533041,,,,,,,,,,6.337000000000001e-06,1527,2.0
151300,0.8893248438835144,0.8904135227203369,0.0001,26.439992904663086,1.9921875,34.75,34.25,0.10696991533041,,,,,,,,,,6.341125e-06,1528,1.9921875
151400,0.871912956237793,0.8709462881088257,0.0001,21.017690658569336,2.0,38.75,38.25,0.10696991533041,,,,,,,,,,6.345250000000001e-06,1529,2.0
151500,0.8649344444274902,0.8704124689102173,0.0001,21.851831436157227,1.9921875,41.75,39.25,0.10696991533041,,,,,,,,,,6.349375e-06,1530,1.9921875
151600,0.8640419244766235,0.8634029030799866,0.0001,15.735882759094238,1.9921875,42.5,41.5,0.10696991533041,,,,,,,,,,6.353500000000001e-06,1531,1.9921875
151700,0.8749808073043823,0.8714120984077454,0.0001,29.81910514831543,2.0,38.5,38.0,0.10696991533041,,,,,,,,,,6.357625000000001e-06,1532,2.0
151800,0.8458260297775269,0.8598986268043518,0.0001,24.37495994567871,1.9921875,46.5,41.75,0.10696991533041,,,,,,,,,,6.36175e-06,1533,1.9921875
151900,0.8751865029335022,0.8771183490753174,0.0001,26.5483341217041,1.9921875,38.25,36.5,0.10696991533041,,,,,,,,,,6.365875e-06,1534,1.9921875
152000,0.8916317224502563,0.8913722038269043,0.0001,14.99639892578125,1.9921875,33.25,33.0,0.10696991533041,,,,,,,,,,6.370000000000001e-06,1535,1.9921875
152100,0.8759622573852539,0.8757619857788086,0.0001,14.455304145812988,2.0,39.0,38.75,0.10696991533041,,,,,,,,,,6.374125000000001e-06,1536,2.0
152200,0.8632272481918335,0.8620822429656982,0.0001,18.2945613861084,1.9921875,42.5,42.25,0.10696991533041,,,,,,,,,,6.37825e-06,1537,1.9921875
152300,0.8525850772857666,0.8500351309776306,0.0001,25.39784812927246,2.0,46.5,45.75,0.10696991533041,,,,,,,,,,6.382375000000001e-06,1538,2.0
152400,0.8039689064025879,0.8851547241210938,0.0001,13.550410270690918,1.9921875,63.75,34.25,0.10696991533041,,,,,,,,,,6.3865000000000014e-06,1539,1.9921875
152500,0.7925941348075867,0.8564330339431763,0.0001,27.938413619995117,2.0,69.5,43.5,0.10696991533041,,,,,,,,,,6.390625e-06,1540,2.0
152600,0.8662452697753906,0.8674894571304321,0.0001,23.7780818939209,1.9921875,41.25,40.5,0.10696991533041,,,,,,,,,,6.394750000000001e-06,1541,1.9921875
152700,0.8961386680603027,0.9022362232208252,0.0001,11.366608619689941,1.9921875,33.0,31.0,0.10696991533041,,,,,,,,,,6.398875e-06,1542,1.9921875
152800,0.8734994530677795,0.8736572265625,0.0001,21.54473304748535,2.0,40.5,39.5,0.10696991533041,,,,,,,,,,6.403000000000001e-06,1543,2.0
152900,0.8838595747947693,0.8846160173416138,0.0001,14.01654052734375,1.984375,35.5,35.25,0.10696991533041,,,,,,,,,,6.407125000000001e-06,1544,1.984375
153000,0.8781023025512695,0.8809911012649536,0.0001,17.516510009765625,1.9921875,37.0,35.25,0.10696991533041,,,,,,,,,,6.41125e-06,1545,1.9921875
153100,0.8811588883399963,0.8800417184829712,0.0001,33.231380462646484,1.9921875,36.25,35.0,0.10696991533041,,,,,,,,,,6.415375e-06,1546,1.9921875
153200,0.8702677488327026,0.86949622631073,0.0001,23.15498161315918,2.0,38.0,37.75,0.10696991533041,,,,,,,,,,6.419500000000001e-06,1547,2.0
153300,0.8529795408248901,0.8548933863639832,0.0001,21.39828109741211,2.0,44.75,43.25,0.10696991533041,,,,,,,,,,6.423625000000001e-06,1548,2.0
153400,0.8818343877792358,0.8814201354980469,0.0001,11.041204452514648,2.0,35.75,35.0,0.10696991533041,,,,,,,,,,6.42775e-06,1549,2.0
153500,0.8715505003929138,0.8742311000823975,0.0001,33.4013557434082,2.0,39.25,38.25,0.10696991533041,,,,,,,,,,6.431874999999999e-06,1550,2.0
153600,0.8842183947563171,0.8877484202384949,0.0001,19.054443359375,2.0,37.0,35.25,0.10696991533041,,,,,,,,,,6.436000000000001e-06,1551,2.0
153700,0.589698851108551,0.8569295406341553,0.0001,17.849502563476562,2.0,191.0,45.25,0.10696991533041,,,,,,,,,,6.4401250000000004e-06,1552,2.0
153800,0.8481998443603516,0.8693827390670776,0.0001,28.749399185180664,2.0,46.75,39.5,0.10696991533041,,,,,,,,,,6.444250000000001e-06,1553,2.0
153900,0.879744291305542,0.8811352849006653,0.0001,22.466886520385742,1.9921875,37.75,36.0,0.10696991533041,,,,,,,,,,6.448375e-06,1554,1.9921875
154000,0.8139771223068237,0.8645089864730835,0.0001,28.473175048828125,2.0,59.75,43.25,0.10696991533041,,,,,,,,,,6.452500000000001e-06,1555,2.0
154100,0.8393653631210327,0.8612822890281677,0.0001,24.202714920043945,1.984375,49.25,41.25,0.10696991533041,,,,,,,,,,6.456625000000001e-06,1556,1.984375
154200,0.8927748203277588,0.8903622031211853,0.0001,19.827688217163086,1.9921875,34.25,34.25,0.10696991533041,,,,,,,,,,6.46075e-06,1557,1.9921875
154300,0.8783489465713501,0.8762526512145996,0.0001,23.114206314086914,1.984375,37.0,36.25,0.10696991533041,,,,,,,,,,6.4648750000000005e-06,1558,1.984375
154400,0.8553701043128967,0.8568655252456665,0.0001,19.466510772705078,1.9921875,44.75,43.25,0.10696991533041,,,,,,,,,,6.469000000000001e-06,1559,1.9921875
154500,0.889050304889679,0.8878911733627319,0.0001,42.285396575927734,1.9921875,34.75,34.25,0.10696991533041,,,,,,,,,,6.473125000000001e-06,1560,1.9921875
154600,0.8761569261550903,0.8754319548606873,0.0001,18.008264541625977,2.0,38.75,38.25,0.10696991533041,,,,,,,,,,6.4772500000000005e-06,1561,2.0
154700,0.8775869607925415,0.8796119093894958,0.0001,30.05670738220215,1.9921875,38.25,37.25,0.10696991533041,,,,,,,,,,6.481374999999999e-06,1562,1.9921875
154800,0.8618559241294861,0.8616871237754822,0.0001,7.643527984619141,2.0,43.5,42.75,0.10696991533041,,,,,,,,,,6.485500000000001e-06,1563,2.0
